Unnamed: 0,From,To,Booking_date,Journey_date,Airline,Code,Departure,Arrival,Duration,Stops,Price,Booking_Hour,Booking_DateTime,Booking_Slot,Lead_Time_Days,Duration_mins
3330,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 137,06:45,12:20,05h 35m,1-stop,9936,19,24-06-2022 19:00,Evening,4,335
3331,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E-6811,18:30,00:25,05h 55m,1-stop,9936,9,24-06-2022 09:00,Morning,4,355
3332,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E-5029,19:50,01:45,05h 55m,1-stop,9936,17,24-06-2022 17:00,Evening,4,355
3333,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 418,17:15,23:20,06h 05m,1-stop,9936,2,24-06-2022 02:00,Night,4,365
3334,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E-6097,13:10,19:25,06h 15m,1-stop,9936,12,24-06-2022 12:00,Afternoon,4,375
3335,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 589,21:10,03:30,06h 20m,1-stop,9936,10,24-06-2022 10:00,Morning,4,380
3336,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 714,16:30,22:55,06h 25m,1-stop,9936,16,24-06-2022 16:00,Afternoon,4,385
3337,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 468,18:10,00:45,06h 35m,1-stop,9936,21,24-06-2022 21:00,Night,4,395
3338,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E-6386,18:40,01:40,07h 00m,1-stop,9936,12,24-06-2022 12:00,Afternoon,4,420
3339,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E-6236,02:05,09:15,07h 10m,1-stop,9936,5,24-06-2022 05:00,Morning,4,430
3340,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 381,14:40,22:00,07h 20m,1-stop,9936,16,24-06-2022 16:00,Afternoon,4,440
3341,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 137,06:45,14:10,07h 25m,1-stop,9936,12,24-06-2022 12:00,Afternoon,4,445
3342,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E-6097,13:10,20:45,07h 35m,1-stop,9936,18,24-06-2022 18:00,Evening,4,455
3343,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 617,01:30,09:20,07h 50m,1-stop,9936,20,24-06-2022 20:00,Evening,4,470
3344,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E-2183,15:25,18:00,02h 35m,non-stop,10199,18,24-06-2022 18:00,Evening,4,155
3345,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 381,14:40,20:45,06h 05m,1-stop,11527,9,24-06-2022 09:00,Morning,4,365
3346,Goa,Delhi,24-06-2022,28-06-2022,GO FIRST,G8- 332,13:15,19:30,06h 15m,1-stop,13683,2,24-06-2022 02:00,Night,4,375
3347,Goa,Delhi,24-06-2022,28-06-2022,GO FIRST,G8- 332,13:15,20:05,06h 50m,1-stop,13683,13,24-06-2022 13:00,Afternoon,4,410
3348,Goa,Delhi,24-06-2022,28-06-2022,GO FIRST,G8- 332,13:15,23:35,10h 20m,1-stop,13683,18,24-06-2022 18:00,Evening,4,620
3349,Goa,Delhi,24-06-2022,28-06-2022,GO FIRST,G8- 332,13:15,00:50,11h 35m,1-stop,13683,4,24-06-2022 04:00,Night,4,695
3350,Goa,Delhi,24-06-2022,28-06-2022,GO FIRST,G8- 332,13:15,02:20,13h 05m,1-stop,13683,4,24-06-2022 04:00,Night,4,785
3351,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,08:20,19h 00m,2+-stop,13534,19,24-06-2022 19:00,Evening,4,1140
3352,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 637,15:15,19:40,04h 25m,1-stop,13648,16,24-06-2022 16:00,Afternoon,4,265
3353,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 637,15:15,20:55,05h 40m,1-stop,13648,20,24-06-2022 20:00,Evening,4,340
3354,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,18:05,04h 45m,2+-stop,13818,9,24-06-2022 09:00,Morning,4,285
3355,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,19:45,06h 25m,2+-stop,13818,4,24-06-2022 04:00,Night,4,385
3356,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,20:40,07h 20m,2+-stop,13818,3,24-06-2022 03:00,Night,4,440
3357,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,21:55,08h 35m,2+-stop,13818,5,24-06-2022 05:00,Morning,4,515
3358,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,00:10,10h 50m,2+-stop,13818,3,24-06-2022 03:00,Night,4,650
3359,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,00:55,11h 35m,2+-stop,13818,6,24-06-2022 06:00,Morning,4,695
3360,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,08:05,18h 45m,2+-stop,13818,6,24-06-2022 06:00,Morning,4,1125
3361,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,10:25,21h 05m,2+-stop,13851,17,24-06-2022 17:00,Evening,4,1265
3379,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 744,07:20,12:10,04h 50m,1-stop,14241,2,24-06-2022 02:00,Night,4,290
3380,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 813,14:30,20:00,05h 30m,1-stop,14241,0,24-06-2022 00:00,Night,4,330
3381,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 744,07:20,13:55,06h 35m,1-stop,14241,23,24-06-2022 23:00,Night,4,395
3382,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 813,14:30,22:20,07h 50m,1-stop,14241,3,24-06-2022 03:00,Night,4,470
3383,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,23:00,09h 40m,2+-stop,14555,5,24-06-2022 05:00,Morning,4,580
3386,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 948,02:25,08:45,06h 20m,1-stop,14708,8,24-06-2022 08:00,Morning,4,380
3387,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 921,08:15,14:40,06h 25m,1-stop,14708,21,24-06-2022 21:00,Night,4,385
3388,Goa,Delhi,24-06-2022,28-06-2022,Indigo,6E- 712,14:45,21:15,06h 30m,1-stop,14708,13,24-06-2022 13:00,Afternoon,4,390
3392,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,19:50,30h 30m,2+-stop,15337,11,24-06-2022 11:00,Morning,4,1830
3393,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,19:50,30h 30m,2+-stop,15337,19,24-06-2022 19:00,Evening,4,1830
3395,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,16:30,27h 10m,2+-stop,15969,23,24-06-2022 23:00,Night,4,1630
3396,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,16:30,27h 10m,2+-stop,15969,3,24-06-2022 03:00,Night,4,1630
3397,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-868,14:40,20:20,05h 40m,1-stop,16445,20,24-06-2022 20:00,Evening,4,340
3398,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-868,14:40,21:30,06h 50m,1-stop,16445,23,24-06-2022 23:00,Night,4,410
3399,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-868,14:40,22:25,07h 45m,1-stop,16445,11,24-06-2022 11:00,Morning,4,465
3400,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,22:45,09h 25m,2+-stop,16650,9,24-06-2022 09:00,Morning,4,565
3401,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-868,14:40,09:00,18h 20m,1-stop,16650,21,24-06-2022 21:00,Night,4,1100
3402,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,09:00,19h 40m,2+-stop,16650,6,24-06-2022 06:00,Morning,4,1180
3403,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,09:00,19h 40m,2+-stop,16650,2,24-06-2022 02:00,Night,4,1180
3404,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,09:00,19h 40m,2+-stop,16650,22,24-06-2022 22:00,Night,4,1180
3405,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-868,14:40,15:35,24h 55m,1-stop,16650,13,24-06-2022 13:00,Afternoon,4,1495
3406,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,15:35,26h 15m,2+-stop,16650,23,24-06-2022 23:00,Night,4,1575
3407,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,15:35,26h 15m,2+-stop,16650,9,24-06-2022 09:00,Morning,4,1575
3408,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,15:35,26h 15m,2+-stop,16650,15,24-06-2022 15:00,Afternoon,4,1575
3409,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,15:35,26h 15m,2+-stop,16650,15,24-06-2022 15:00,Afternoon,4,1575
3410,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-842,13:20,16:45,27h 25m,2+-stop,16907,21,24-06-2022 21:00,Night,4,1645
3411,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-868,14:40,12:30,21h 50m,1-stop,16967,9,24-06-2022 09:00,Morning,4,1310
3412,Goa,Delhi,24-06-2022,28-06-2022,Vistara,UK-868,14:40,23:50,09h 10m,1-stop,18755,12,24-06-2022 12:00,Afternoon,4,550
3417,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E-6532,00:50,03:25,02h 35m,non-stop,9621,5,24-06-2022 05:00,Morning,5,155
3418,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E-2336,22:00,00:35,02h 35m,non-stop,9621,11,24-06-2022 11:00,Morning,5,155
3419,Goa,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 454,13:30,22:00,08h 30m,1-stop,9621,8,24-06-2022 08:00,Morning,5,510
3420,Goa,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 487,17:35,03:00,09h 25m,1-stop,9621,12,24-06-2022 12:00,Afternoon,5,565
3421,Goa,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 454,13:30,03:00,13h 30m,1-stop,9621,3,24-06-2022 03:00,Night,5,810
3422,Goa,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 487,17:35,09:35,16h 00m,1-stop,9621,23,24-06-2022 23:00,Night,5,960
3423,Goa,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 454,13:30,09:35,20h 05m,1-stop,9621,10,24-06-2022 10:00,Morning,5,1205
3424,Goa,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 487,17:35,18:20,24h 45m,1-stop,9621,19,24-06-2022 19:00,Evening,5,1485
3425,Goa,Delhi,24-06-2022,29-06-2022,SpiceJet,SG-8172,15:05,17:45,02h 40m,non-stop,9621,17,24-06-2022 17:00,Evening,5,160
3426,Goa,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 958,18:10,21:10,03h 00m,non-stop,9621,10,24-06-2022 10:00,Morning,5,180
3427,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E-2044,13:00,15:35,02h 35m,non-stop,9621,20,24-06-2022 20:00,Evening,5,155
3428,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E-2183,15:25,18:00,02h 35m,non-stop,9621,3,24-06-2022 03:00,Night,5,155
3429,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E-2332,14:05,16:50,02h 45m,non-stop,9621,17,24-06-2022 17:00,Evening,5,165
3430,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E-2119,19:15,22:00,02h 45m,non-stop,9621,0,24-06-2022 00:00,Night,5,165
3431,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 372,18:25,23:35,05h 10m,1-stop,9621,6,24-06-2022 06:00,Morning,5,310
3432,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 381,06:40,12:05,05h 25m,1-stop,9621,5,24-06-2022 05:00,Morning,5,325
3433,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 332,13:15,19:00,05h 45m,1-stop,9621,14,24-06-2022 14:00,Afternoon,5,345
3434,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 315,17:10,23:35,06h 25m,1-stop,9621,17,24-06-2022 17:00,Evening,5,385
3435,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 372,18:25,00:50,06h 25m,1-stop,9621,23,24-06-2022 23:00,Night,5,385
3436,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 332,13:15,20:05,06h 50m,1-stop,9621,10,24-06-2022 10:00,Morning,5,410
3437,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 315,17:10,00:50,07h 40m,1-stop,9621,19,24-06-2022 19:00,Evening,5,460
3438,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 372,18:25,02:20,07h 55m,1-stop,9621,23,24-06-2022 23:00,Night,5,475
3439,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 315,17:10,02:20,09h 10m,1-stop,9621,14,24-06-2022 14:00,Afternoon,5,550
3440,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 332,13:15,23:35,10h 20m,1-stop,9621,15,24-06-2022 15:00,Afternoon,5,620
3441,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 286,13:50,00:15,10h 25m,1-stop,9621,6,24-06-2022 06:00,Morning,5,625
3442,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 332,13:15,00:50,11h 35m,1-stop,9621,20,24-06-2022 20:00,Evening,5,695
3443,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 381,06:40,19:00,12h 20m,1-stop,9621,9,24-06-2022 09:00,Morning,5,740
3444,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 332,13:15,02:20,13h 05m,1-stop,9621,11,24-06-2022 11:00,Morning,5,785
3445,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 381,06:40,20:05,13h 25m,1-stop,9621,23,24-06-2022 23:00,Night,5,805
3446,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 372,18:25,08:00,13h 35m,1-stop,9621,13,24-06-2022 13:00,Afternoon,5,815
3447,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 315,17:10,08:00,14h 50m,1-stop,9621,4,24-06-2022 04:00,Night,5,890
3457,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 744,07:20,12:10,04h 50m,1-stop,9936,20,24-06-2022 20:00,Evening,5,290
3458,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 137,06:45,11:40,04h 55m,1-stop,9936,17,24-06-2022 17:00,Evening,5,295
3459,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E-6097,13:10,18:10,05h 00m,1-stop,9936,4,24-06-2022 04:00,Night,5,300
3460,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E-6236,02:05,07:15,05h 10m,1-stop,9936,2,24-06-2022 02:00,Night,5,310
3461,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 714,16:30,21:40,05h 10m,1-stop,9936,22,24-06-2022 22:00,Night,5,310
3462,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E-6877,01:40,06:55,05h 15m,1-stop,9936,4,24-06-2022 04:00,Night,5,315
3463,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 468,18:10,23:30,05h 20m,1-stop,9936,23,24-06-2022 23:00,Night,5,320
3464,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 813,14:30,20:00,05h 30m,1-stop,9936,16,24-06-2022 16:00,Afternoon,5,330
3465,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 137,06:45,12:20,05h 35m,1-stop,9936,18,24-06-2022 18:00,Evening,5,335
3466,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E-6811,18:30,00:25,05h 55m,1-stop,9936,18,24-06-2022 18:00,Evening,5,355
3467,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E-5029,19:50,01:45,05h 55m,1-stop,9936,20,24-06-2022 20:00,Evening,5,355
3468,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 381,14:40,20:45,06h 05m,1-stop,9936,11,24-06-2022 11:00,Morning,5,365
3469,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 418,17:15,23:20,06h 05m,1-stop,9936,8,24-06-2022 08:00,Morning,5,365
3470,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E-6097,13:10,19:25,06h 15m,1-stop,9936,0,24-06-2022 00:00,Night,5,375
3471,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 948,02:25,08:45,06h 20m,1-stop,9936,17,24-06-2022 17:00,Evening,5,380
3472,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 589,21:10,03:30,06h 20m,1-stop,9936,20,24-06-2022 20:00,Evening,5,380
3473,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 921,08:15,14:40,06h 25m,1-stop,9936,3,24-06-2022 03:00,Night,5,385
3474,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 714,16:30,22:55,06h 25m,1-stop,9936,9,24-06-2022 09:00,Morning,5,385
3475,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 712,14:45,21:15,06h 30m,1-stop,9936,6,24-06-2022 06:00,Morning,5,390
3476,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 744,07:20,13:55,06h 35m,1-stop,9936,21,24-06-2022 21:00,Night,5,395
3477,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 468,18:10,00:45,06h 35m,1-stop,9936,22,24-06-2022 22:00,Night,5,395
3478,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E-6023,23:05,05:50,06h 45m,1-stop,9936,0,24-06-2022 00:00,Night,5,405
3479,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E-6386,18:40,01:40,07h 00m,1-stop,9936,16,24-06-2022 16:00,Afternoon,5,420
3480,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E-6236,02:05,09:15,07h 10m,1-stop,9936,23,24-06-2022 23:00,Night,5,430
3481,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 381,14:40,22:00,07h 20m,1-stop,9936,1,24-06-2022 01:00,Night,5,440
3482,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 137,06:45,14:10,07h 25m,1-stop,9936,10,24-06-2022 10:00,Morning,5,445
3483,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E-6097,13:10,20:45,07h 35m,1-stop,9936,8,24-06-2022 08:00,Morning,5,455
3484,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 617,01:30,09:20,07h 50m,1-stop,9936,6,24-06-2022 06:00,Morning,5,470
3485,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E- 813,14:30,22:20,07h 50m,1-stop,9936,21,24-06-2022 21:00,Night,5,470
3486,Goa,Delhi,24-06-2022,29-06-2022,Indigo,6E-6065,23:30,07:30,08h 00m,1-stop,9936,16,24-06-2022 16:00,Afternoon,5,480
3487,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 285,17:25,20:10,02h 45m,non-stop,10167,16,24-06-2022 16:00,Afternoon,5,165
3488,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-848,14:25,17:05,02h 40m,non-stop,10357,1,24-06-2022 01:00,Night,5,160
3489,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-856,21:55,00:40,02h 45m,non-stop,10357,5,24-06-2022 05:00,Morning,5,165
3493,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,08:20,19h 00m,2+-stop,13534,13,24-06-2022 13:00,Afternoon,5,1140
3494,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,18:05,04h 45m,2+-stop,13818,5,24-06-2022 05:00,Morning,5,285
3495,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,19:45,06h 25m,2+-stop,13818,1,24-06-2022 01:00,Night,5,385
3496,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,20:40,07h 20m,2+-stop,13818,0,24-06-2022 00:00,Night,5,440
3497,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,21:55,08h 35m,2+-stop,13818,9,24-06-2022 09:00,Morning,5,515
3498,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,23:00,09h 40m,2+-stop,13818,20,24-06-2022 20:00,Evening,5,580
3499,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,00:10,10h 50m,2+-stop,13818,4,24-06-2022 04:00,Night,5,650
3500,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,00:55,11h 35m,2+-stop,13818,1,24-06-2022 01:00,Night,5,695
3501,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,08:05,18h 45m,2+-stop,13818,21,24-06-2022 21:00,Night,5,1125
3502,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,10:25,21h 05m,2+-stop,13851,15,24-06-2022 15:00,Afternoon,5,1265
3520,Goa,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 914,21:55,09:40,11h 45m,1-stop,14256,1,24-06-2022 01:00,Night,5,705
3521,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,19:50,30h 30m,2+-stop,15337,9,24-06-2022 09:00,Morning,5,1830
3522,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,19:50,30h 30m,2+-stop,15337,1,24-06-2022 01:00,Night,5,1830
3524,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,16:30,27h 10m,2+-stop,15654,15,24-06-2022 15:00,Afternoon,5,1630
3525,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,16:30,27h 10m,2+-stop,15654,15,24-06-2022 15:00,Afternoon,5,1630
3526,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-868,14:40,22:25,07h 45m,1-stop,15920,18,24-06-2022 18:00,Evening,5,465
3527,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,09:00,19h 40m,2+-stop,16650,6,24-06-2022 06:00,Morning,5,1180
3528,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,09:00,19h 40m,2+-stop,16650,21,24-06-2022 21:00,Night,5,1180
3529,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,09:00,19h 40m,2+-stop,16650,11,24-06-2022 11:00,Morning,5,1180
3530,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-868,14:40,19:55,29h 15m,1-stop,16650,23,24-06-2022 23:00,Night,5,1755
3531,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,22:45,09h 25m,2+-stop,16967,14,24-06-2022 14:00,Afternoon,5,565
3532,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-868,14:40,15:35,24h 55m,1-stop,16967,7,24-06-2022 07:00,Morning,5,1495
3533,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,15:35,26h 15m,2+-stop,16967,5,24-06-2022 05:00,Morning,5,1575
3534,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,15:35,26h 15m,2+-stop,16967,9,24-06-2022 09:00,Morning,5,1575
3535,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,15:35,26h 15m,2+-stop,16967,2,24-06-2022 02:00,Night,5,1575
3536,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-842,13:20,15:35,26h 15m,2+-stop,16967,18,24-06-2022 18:00,Evening,5,1575
3537,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-868,14:40,09:00,18h 20m,1-stop,17094,16,24-06-2022 16:00,Afternoon,5,1100
3538,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-868,14:40,12:30,21h 50m,1-stop,17387,6,24-06-2022 06:00,Morning,5,1310
3539,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-868,14:40,20:20,05h 40m,1-stop,18755,20,24-06-2022 20:00,Evening,5,340
3540,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-868,14:40,21:30,06h 50m,1-stop,18755,19,24-06-2022 19:00,Evening,5,410
3543,Goa,Delhi,24-06-2022,29-06-2022,Vistara,UK-868,14:40,23:50,09h 10m,1-stop,26105,3,24-06-2022 03:00,Night,5,550
3545,Goa,Delhi,24-06-2022,30-06-2022,Indigo,6E-6532,00:50,03:25,02h 35m,non-stop,9621,13,24-06-2022 13:00,Afternoon,6,155
3546,Goa,Delhi,24-06-2022,30-06-2022,Indigo,6E-2336,22:00,00:35,02h 35m,non-stop,9621,19,24-06-2022 19:00,Evening,6,155
3547,Goa,Delhi,24-06-2022,30-06-2022,SpiceJet,SG- 452,03:45,09:35,05h 50m,1-stop,9621,21,24-06-2022 21:00,Night,6,350
3548,Goa,Delhi,24-06-2022,30-06-2022,SpiceJet,SG- 454,13:30,22:00,08h 30m,1-stop,9621,14,24-06-2022 14:00,Afternoon,6,510
3549,Goa,Delhi,24-06-2022,30-06-2022,SpiceJet,SG- 487,17:35,03:00,09h 25m,1-stop,9621,23,24-06-2022 23:00,Night,6,565
3550,Goa,Delhi,24-06-2022,30-06-2022,SpiceJet,SG- 454,13:30,03:00,13h 30m,1-stop,9621,7,24-06-2022 07:00,Morning,6,810
3551,Goa,Delhi,24-06-2022,30-06-2022,SpiceJet,SG- 452,03:45,18:20,14h 35m,1-stop,9621,20,24-06-2022 20:00,Evening,6,875
3552,Goa,Delhi,24-06-2022,30-06-2022,SpiceJet,SG- 487,17:35,09:35,16h 00m,1-stop,9621,14,24-06-2022 14:00,Afternoon,6,960
3553,Goa,Delhi,24-06-2022,30-06-2022,SpiceJet,SG- 452,03:45,22:00,18h 15m,1-stop,9621,21,24-06-2022 21:00,Night,6,1095
3554,Goa,Delhi,24-06-2022,30-06-2022,SpiceJet,SG- 454,13:30,09:35,20h 05m,1-stop,9621,19,24-06-2022 19:00,Evening,6,1205
3555,Goa,Delhi,24-06-2022,30-06-2022,SpiceJet,SG- 452,03:45,03:00,23h 15m,1-stop,9621,13,24-06-2022 13:00,Afternoon,6,1395
3556,Goa,Delhi,24-06-2022,30-06-2022,SpiceJet,SG-8172,15:05,17:45,02h 40m,non-stop,9621,8,24-06-2022 08:00,Morning,6,160
3557,Goa,Delhi,24-06-2022,30-06-2022,Indigo,6E-2183,15:25,18:00,02h 35m,non-stop,9621,7,24-06-2022 07:00,Morning,6,155
3558,Goa,Delhi,24-06-2022,30-06-2022,Indigo,6E-2332,14:05,16:50,02h 45m,non-stop,9621,16,24-06-2022 16:00,Afternoon,6,165
3559,Goa,Delhi,24-06-2022,30-06-2022,Indigo,6E-2119,19:15,22:00,02h 45m,non-stop,9621,1,24-06-2022 01:00,Night,6,165
3560,Goa,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 372,18:25,23:35,05h 10m,1-stop,9621,23,24-06-2022 23:00,Night,6,310
3561,Goa,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 381,06:40,12:05,05h 25m,1-stop,9621,2,24-06-2022 02:00,Night,6,325
