Unnamed: 0,From,To,Booking_date,Journey_date,Airline,Code,Departure,Arrival,Duration,Stops,Price,Booking_Hour,Booking_DateTime,Booking_Slot,Lead_Time_Days,Duration_mins
0,Delhi,Bangalore,23-06-2022,23-06-2022,Air India,AI-504,21:15,"00:05
+1D",2h 50m,non-stop,9420,6,23-06-2022 06:00,Morning,0,170
1,Delhi,Bangalore,23-06-2022,23-06-2022,IndiGo,6E-2131,21:30,"00:15
+1D",2h 45m,non-stop,9419,19,23-06-2022 19:00,Evening,0,165
2,Delhi,Bangalore,23-06-2022,23-06-2022,IndiGo,6E-6565,22:55,"01:45
+1D",2h 50m,non-stop,9419,14,23-06-2022 14:00,Afternoon,0,170
3,Delhi,Bangalore,23-06-2022,23-06-2022,Air India,AI-605,21:15,"07:50
+1D",10h 35m,1 stop,14775,10,23-06-2022 10:00,Morning,0,635
4,Delhi,Bangalore,23-06-2022,23-06-2022,Air India,AI-605,21:15,"18:20
+1D",21h 5m,1 stop,14985,7,23-06-2022 07:00,Morning,0,1265
5,Delhi,Bangalore,23-06-2022,23-06-2022,Air India,AI-605,21:15,"11:10
+1D",13h 55m,1 stop,15300,20,23-06-2022 20:00,Evening,0,835
6,Delhi,Bangalore,23-06-2022,23-06-2022,Vistara,UK-981,21:30,"17:45
+1D",20h 15m,1 stop,15612,6,23-06-2022 06:00,Morning,0,1215
7,Delhi,Bangalore,23-06-2022,23-06-2022,Vistara,UK-981,21:30,"19:15
+1D",21h 45m,1 stop,15612,18,23-06-2022 18:00,Evening,0,1305
8,Delhi,Bangalore,23-06-2022,23-06-2022,Vistara,UK-981,21:30,"18:15
+1D",20h 45m,1 stop,15929,22,23-06-2022 22:00,Night,0,1245
9,Delhi,Bangalore,23-06-2022,23-06-2022,Vistara,UK-981,21:30,"07:50
+1D",10h 20m,1 stop,16349,10,23-06-2022 10:00,Morning,0,620
10,Delhi,Bangalore,23-06-2022,23-06-2022,Vistara,UK-981,21:30,"23:10
+1D",25h 40m,1 stop,16349,10,23-06-2022 10:00,Morning,0,1540
11,Delhi,Bangalore,23-06-2022,23-06-2022,Vistara,UK-981,21:30,"10:45
+1D",13h 15m,1 stop,16874,23,23-06-2022 23:00,Night,0,795
12,Delhi,Bangalore,23-06-2022,23-06-2022,Vistara,UK-981,21:30,"08:50
+1D",11h 20m,1 stop,17924,20,23-06-2022 20:00,Evening,0,680
13,Delhi,Bangalore,23-06-2022,23-06-2022,Vistara,UK-981,21:30,"20:55
+1D",23h 25m,1 stop,17924,3,23-06-2022 03:00,Night,0,1405
14,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-5036,02:25,05:15,2h 50m,non-stop,9419,7,23-06-2022 07:00,Morning,1,170
15,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-2048,03:50,06:40,2h 50m,non-stop,9419,23,23-06-2022 23:00,Night,1,170
16,Delhi,Bangalore,23-06-2022,24-06-2022,GO FIRST,G8-113,05:50,08:30,2h 40m,non-stop,9419,2,23-06-2022 02:00,Night,1,160
17,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-6612,06:00,08:35,2h 35m,non-stop,9419,21,23-06-2022 21:00,Night,1,155
18,Delhi,Bangalore,23-06-2022,24-06-2022,SpiceJet,SG-191,06:05,08:55,2h 50m,non-stop,9419,20,23-06-2022 20:00,Evening,1,170
19,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-803,06:10,08:55,2h 45m,non-stop,9420,1,23-06-2022 01:00,Night,1,165
20,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-811,06:15,09:00,2h 45m,non-stop,9418,23,23-06-2022 23:00,Night,1,165
21,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-5009,06:55,09:50,2h 55m,non-stop,9419,11,23-06-2022 11:00,Morning,1,175
22,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-815,08:05,10:50,2h 45m,non-stop,9418,5,23-06-2022 05:00,Morning,1,165
23,Delhi,Bangalore,23-06-2022,24-06-2022,Air Asia,I5-740,08:10,10:40,2h 30m,non-stop,9419,1,23-06-2022 01:00,Night,1,150
24,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6.00E-308,08:20,11:00,2h 40m,non-stop,9419,20,23-06-2022 20:00,Evening,1,160
25,Delhi,Bangalore,23-06-2022,24-06-2022,GO FIRST,G8-119,20:30,23:20,2h 50m,non-stop,9419,0,23-06-2022 00:00,Night,1,170
26,Delhi,Bangalore,23-06-2022,24-06-2022,Air Asia,I5-721,21:00,23:50,2h 50m,non-stop,9419,11,23-06-2022 11:00,Morning,1,170
27,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-2131,21:30,"00:15
+1D",2h 45m,non-stop,9419,21,23-06-2022 21:00,Night,1,165
28,Delhi,Bangalore,23-06-2022,24-06-2022,Air Asia,I5-1732,21:40,"00:30
+1D",2h 50m,non-stop,9419,11,23-06-2022 11:00,Morning,1,170
29,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-6565,22:55,"01:45
+1D",2h 50m,non-stop,9419,16,23-06-2022 16:00,Afternoon,1,170
30,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-2003,11:15,16:30,5h 15m,1 stop,9472,9,23-06-2022 09:00,Morning,1,315
31,Delhi,Bangalore,23-06-2022,24-06-2022,GO FIRST,G8-406,10:30,17:10,6h 40m,1 stop,9419,15,23-06-2022 15:00,Afternoon,1,400
32,Delhi,Bangalore,23-06-2022,24-06-2022,GO FIRST,G8-338,10:55,17:25,6h 30m,1 stop,9419,14,23-06-2022 14:00,Afternoon,1,390
33,Delhi,Bangalore,23-06-2022,24-06-2022,Air Asia,I5-713,16:15,23:10,6h 55m,2 stops,9418,14,23-06-2022 14:00,Afternoon,1,415
34,Delhi,Bangalore,23-06-2022,24-06-2022,GO FIRST,G8-406,10:30,17:40,7h 10m,2 stops,9419,18,23-06-2022 18:00,Evening,1,430
35,Delhi,Bangalore,23-06-2022,24-06-2022,SpiceJet,SG-8254,19:30,"08:25
+1D",12h 55m,1 stop,9419,11,23-06-2022 11:00,Morning,1,775
36,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-801,09:05,11:50,2h 45m,non-stop,9735,22,23-06-2022 22:00,Night,1,165
37,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-2188,11:30,14:15,2h 45m,non-stop,9682,19,23-06-2022 19:00,Evening,1,165
38,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-2014,13:25,17:55,4h 30m,1 stop,9734,2,23-06-2022 02:00,Night,1,270
39,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-2187,15:00,19:20,4h 20m,1 stop,9734,4,23-06-2022 04:00,Night,1,260
40,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-2168,17:50,22:40,4h 50m,1 stop,9734,18,23-06-2022 18:00,Evening,1,290
41,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-5005,05:15,10:15,5h 0m,1 stop,9734,6,23-06-2022 06:00,Morning,1,300
42,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-2697,06:50,12:05,5h 15m,1 stop,9734,20,23-06-2022 20:00,Evening,1,315
43,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-6187,15:15,20:30,5h 15m,1 stop,9734,8,23-06-2022 08:00,Morning,1,315
44,Delhi,Bangalore,23-06-2022,24-06-2022,Air Asia,I5-711,06:05,13:00,6h 55m,1 stop,9735,6,23-06-2022 06:00,Morning,1,415
45,Delhi,Bangalore,23-06-2022,24-06-2022,Air Asia,I5-744,07:25,14:15,6h 50m,1 stop,9735,17,23-06-2022 17:00,Evening,1,410
46,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-6827,09:15,11:55,2h 40m,non-stop,9997,3,23-06-2022 03:00,Night,1,160
47,Delhi,Bangalore,23-06-2022,24-06-2022,SpiceJet,SG-537,20:00,22:30,2h 30m,non-stop,9943,13,23-06-2022 13:00,Afternoon,1,150
48,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-2532,20:10,23:00,2h 50m,non-stop,9997,17,23-06-2022 17:00,Evening,1,170
49,Delhi,Bangalore,23-06-2022,24-06-2022,Air Asia,I5-552,10:40,16:25,5h 45m,1 stop,9997,8,23-06-2022 08:00,Morning,1,345
50,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-506,09:45,12:30,2h 45m,non-stop,10155,20,23-06-2022 20:00,Evening,1,165
51,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-5186,13:00,15:35,2h 35m,non-stop,10312,1,23-06-2022 01:00,Night,1,155
52,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-504,21:15,"00:05
+1D",2h 50m,non-stop,10155,19,23-06-2022 19:00,Evening,1,170
53,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-2004,12:45,17:55,5h 10m,1 stop,10259,14,23-06-2022 14:00,Afternoon,1,310
54,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-807,17:15,20:15,3h 0m,non-stop,11100,6,23-06-2022 06:00,Morning,1,180
55,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-2487,17:25,19:55,2h 30m,non-stop,11047,11,23-06-2022 11:00,Morning,1,150
56,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-807,20:40,23:20,2h 40m,non-stop,11205,7,23-06-2022 07:00,Morning,1,160
57,Delhi,Bangalore,23-06-2022,24-06-2022,Air Asia,I5-768,15:30,20:45,5h 15m,1 stop,11206,14,23-06-2022 14:00,Afternoon,1,315
58,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-781,15:20,18:15,2h 55m,non-stop,11362,2,23-06-2022 02:00,Night,1,175
59,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-817,16:05,18:50,2h 45m,non-stop,11940,13,23-06-2022 13:00,Afternoon,1,165
60,Delhi,Bangalore,23-06-2022,24-06-2022,IndiGo,6E-2015,18:30,21:15,2h 45m,non-stop,12758,16,23-06-2022 16:00,Afternoon,1,165
61,Delhi,Bangalore,23-06-2022,24-06-2022,SpiceJet,SG-2962,06:15,19:25,13h 10m,1 stop,12638,3,23-06-2022 03:00,Night,1,790
62,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-813,17:35,20:25,2h 50m,non-stop,12990,17,23-06-2022 17:00,Evening,1,170
63,Delhi,Bangalore,23-06-2022,24-06-2022,SpiceJet,SG-8185,09:25,16:50,7h 25m,1 stop,13383,7,23-06-2022 07:00,Morning,1,445
64,Delhi,Bangalore,23-06-2022,24-06-2022,Air Asia,I5-1529,09:35,12:25,2h 50m,non-stop,13829,3,23-06-2022 03:00,Night,1,170
65,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-819,14:15,16:50,2h 35m,non-stop,14355,1,23-06-2022 01:00,Night,1,155
66,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-809,19:50,22:40,2h 50m,non-stop,14355,5,23-06-2022 05:00,Morning,1,170
67,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-502,13:30,16:15,2h 45m,non-stop,14880,21,23-06-2022 21:00,Night,1,165
68,Delhi,Bangalore,23-06-2022,24-06-2022,Air Asia,I5-857,18:45,21:40,2h 55m,non-stop,14879,9,23-06-2022 09:00,Morning,1,175
69,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-865,10:00,18:20,8h 20m,1 stop,14985,3,23-06-2022 03:00,Night,1,500
70,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-665,08:00,18:20,10h 20m,1 stop,14985,21,23-06-2022 21:00,Night,1,620
71,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-887,07:00,18:20,11h 20m,1 stop,14985,17,23-06-2022 17:00,Evening,1,680
72,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-935,18:00,21:50,3h 50m,1 stop,15295,11,23-06-2022 11:00,Morning,1,230
73,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-993,12:50,17:45,4h 55m,1 stop,15295,1,23-06-2022 01:00,Night,1,295
74,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-951,14:20,19:15,4h 55m,1 stop,15295,9,23-06-2022 09:00,Morning,1,295
75,Delhi,Bangalore,23-06-2022,24-06-2022,GO FIRST,G8-2513,16:55,21:40,4h 45m,1 stop,15194,3,23-06-2022 03:00,Night,1,285
76,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-945,11:40,17:45,6h 5m,1 stop,15295,13,23-06-2022 13:00,Afternoon,1,365
77,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-993,12:50,19:15,6h 25m,1 stop,15295,15,23-06-2022 15:00,Afternoon,1,385
78,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-995,10:20,17:45,7h 25m,1 stop,15295,14,23-06-2022 14:00,Afternoon,1,445
79,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-945,11:40,19:15,7h 35m,1 stop,15295,7,23-06-2022 07:00,Morning,1,455
80,Delhi,Bangalore,23-06-2022,24-06-2022,GO FIRST,G8-2513,16:55,"00:20
+1D",7h 25m,1 stop,15194,13,23-06-2022 13:00,Afternoon,1,445
81,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-927,09:30,17:45,8h 15m,1 stop,15295,22,23-06-2022 22:00,Night,1,495
82,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-995,10:20,19:15,8h 55m,1 stop,15295,7,23-06-2022 07:00,Morning,1,535
83,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-943,07:30,17:45,10h 15m,1 stop,15295,20,23-06-2022 20:00,Evening,1,615
84,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-927,09:30,19:15,9h 45m,1 stop,15295,15,23-06-2022 15:00,Afternoon,1,585
85,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-605,21:15,"07:50
+1D",10h 35m,1 stop,15300,12,23-06-2022 12:00,Afternoon,1,635
86,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-975,05:55,17:45,11h 50m,1 stop,15295,17,23-06-2022 17:00,Evening,1,710
87,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-943,07:30,19:15,11h 45m,1 stop,15295,14,23-06-2022 14:00,Afternoon,1,705
88,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-975,05:55,19:15,13h 20m,1 stop,15295,20,23-06-2022 20:00,Evening,1,800
89,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-941,16:45,"07:50
+1D",15h 5m,1 stop,15295,23,23-06-2022 23:00,Night,1,905
90,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-913,05:55,21:50,15h 55m,1 stop,15295,12,23-06-2022 12:00,Afternoon,1,955
91,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-933,15:30,"07:50
+1D",16h 20m,1 stop,15295,8,23-06-2022 08:00,Morning,1,980
92,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-941,16:45,"08:50
+1D",16h 5m,1 stop,15295,14,23-06-2022 14:00,Afternoon,1,965
93,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-636,15:00,"07:50
+1D",16h 50m,2 stops,15300,12,23-06-2022 12:00,Afternoon,1,1010
94,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-933,15:30,"08:50
+1D",17h 20m,1 stop,15295,0,23-06-2022 00:00,Night,1,1040
95,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-951,14:20,"07:50
+1D",17h 30m,1 stop,15295,6,23-06-2022 06:00,Morning,1,1050
96,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-993,12:50,"07:50
+1D",19h 0m,1 stop,15295,8,23-06-2022 08:00,Morning,1,1140
97,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-951,14:20,"08:50
+1D",18h 30m,1 stop,15295,23,23-06-2022 23:00,Night,1,1110
98,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-945,11:40,"07:50
+1D",20h 10m,1 stop,15295,0,23-06-2022 00:00,Night,1,1210
99,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-993,12:50,"08:50
+1D",20h 0m,1 stop,15295,11,23-06-2022 11:00,Morning,1,1200
100,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-995,10:20,"07:50
+1D",21h 30m,1 stop,15295,7,23-06-2022 07:00,Morning,1,1290
101,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-945,11:40,"08:50
+1D",21h 10m,1 stop,15295,23,23-06-2022 23:00,Night,1,1270
102,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-927,09:30,"07:50
+1D",22h 20m,1 stop,15295,10,23-06-2022 10:00,Morning,1,1340
103,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-805,20:00,"07:50
+1D",11h 50m,1 stop,15510,18,23-06-2022 18:00,Evening,1,710
104,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-624,19:00,"07:50
+1D",12h 50m,1 stop,15510,16,23-06-2022 16:00,Afternoon,1,770
105,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-441,17:55,"07:50
+1D",13h 55m,2 stops,15510,7,23-06-2022 07:00,Morning,1,835
106,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-605,21:15,"11:10
+1D",13h 55m,1 stop,15510,2,23-06-2022 02:00,Night,1,835
107,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-636,15:00,"11:10
+1D",20h 10m,2 stops,15510,2,23-06-2022 02:00,Night,1,1210
108,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-605,21:15,"18:20
+1D",21h 5m,1 stop,15510,0,23-06-2022 00:00,Night,1,1265
109,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-859,10:25,"08:45
+1D",22h 20m,1 stop,15402,4,23-06-2022 04:00,Night,1,1340
110,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-636,15:00,"18:20
+1D",27h 20m,2 stops,15510,9,23-06-2022 09:00,Morning,1,1640
111,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-993,12:50,18:15,5h 25m,1 stop,15612,6,23-06-2022 06:00,Morning,1,325
112,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-945,11:40,18:15,6h 35m,1 stop,15612,8,23-06-2022 08:00,Morning,1,395
113,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-995,10:20,18:15,7h 55m,1 stop,15612,6,23-06-2022 06:00,Morning,1,475
114,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-963,08:50,17:45,8h 55m,1 stop,15612,8,23-06-2022 08:00,Morning,1,535
115,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-927,09:30,18:15,8h 45m,1 stop,15612,7,23-06-2022 07:00,Morning,1,525
116,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-943,07:30,18:15,10h 45m,1 stop,15612,11,23-06-2022 11:00,Morning,1,645
117,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-963,08:50,19:15,10h 25m,1 stop,15612,1,23-06-2022 01:00,Night,1,625
118,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-975,05:55,18:15,12h 20m,1 stop,15612,0,23-06-2022 00:00,Night,1,740
119,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-805,20:00,"11:10
+1D",15h 10m,1 stop,15720,15,23-06-2022 15:00,Afternoon,1,910
120,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-624,19:00,"11:10
+1D",16h 10m,1 stop,15720,22,23-06-2022 22:00,Night,1,970
121,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-441,17:55,"11:10
+1D",17h 15m,2 stops,15720,22,23-06-2022 22:00,Night,1,1035
122,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-805,20:00,"18:20
+1D",22h 20m,1 stop,15720,23,23-06-2022 23:00,Night,1,1340
123,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-624,19:00,"18:20
+1D",23h 20m,1 stop,15720,4,23-06-2022 04:00,Night,1,1400
124,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-441,17:55,"18:20
+1D",24h 25m,2 stops,15720,2,23-06-2022 02:00,Night,1,1465
125,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-637,17:10,"18:15
+1D",25h 5m,1 stop,15610,11,23-06-2022 11:00,Morning,1,1505
126,Delhi,Bangalore,23-06-2022,24-06-2022,GO FIRST,G8-165,05:20,11:40,6h 20m,1 stop,16034,7,23-06-2022 07:00,Morning,1,380
127,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-941,16:45,23:10,6h 25m,1 stop,16032,21,23-06-2022 21:00,Night,1,385
128,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-933,15:30,23:10,7h 40m,1 stop,16032,2,23-06-2022 02:00,Night,1,460
129,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-951,14:20,23:10,8h 50m,1 stop,16032,0,23-06-2022 00:00,Night,1,530
130,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-963,08:50,18:15,9h 25m,1 stop,15929,2,23-06-2022 02:00,Night,1,565
131,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-993,12:50,23:10,10h 20m,1 stop,16032,4,23-06-2022 04:00,Night,1,620
132,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-945,11:40,23:10,11h 30m,1 stop,16032,14,23-06-2022 14:00,Afternoon,1,690
133,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-995,10:20,23:10,12h 50m,1 stop,16032,13,23-06-2022 13:00,Afternoon,1,770
134,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-927,09:30,23:10,13h 40m,1 stop,16032,2,23-06-2022 02:00,Night,1,820
135,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-943,07:30,23:10,15h 40m,1 stop,16032,0,23-06-2022 00:00,Night,1,940
136,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-975,05:55,23:10,17h 15m,1 stop,16032,4,23-06-2022 04:00,Night,1,1035
137,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-899,14:45,"08:45
+1D",18h 0m,1 stop,15927,22,23-06-2022 22:00,Night,1,1080
138,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-963,08:50,23:10,14h 20m,1 stop,16349,13,23-06-2022 13:00,Afternoon,1,860
139,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-975,05:55,10:45,4h 50m,1 stop,16557,6,23-06-2022 06:00,Morning,1,290
140,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-863,14:00,"07:50
+1D",17h 50m,1 stop,16560,8,23-06-2022 08:00,Morning,1,1070
141,Delhi,Bangalore,23-06-2022,24-06-2022,Air India,AI-863,14:00,"11:10
+1D",21h 10m,1 stop,16770,14,23-06-2022 14:00,Afternoon,1,1270
142,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-933,15:30,20:55,5h 25m,1 stop,17607,14,23-06-2022 14:00,Afternoon,1,325
143,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-951,14:20,20:55,6h 35m,1 stop,17607,9,23-06-2022 09:00,Morning,1,395
144,Delhi,Bangalore,23-06-2022,24-06-2022,SpiceJet,SG-724,09:35,19:30,9h 55m,1 stop,17447,12,23-06-2022 12:00,Afternoon,1,595
145,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-741,09:40,16:20,6h 40m,1 stop,19600,18,23-06-2022 18:00,Evening,1,400
146,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-955,17:45,23:10,5h 25m,1 stop,20864,6,23-06-2022 06:00,Morning,1,325
147,Delhi,Bangalore,23-06-2022,24-06-2022,GO FIRST,G8-286,10:40,15:05,4h 25m,1 stop,24472,16,23-06-2022 16:00,Afternoon,1,265
148,Delhi,Bangalore,23-06-2022,24-06-2022,Vistara,UK-847,11:10,15:55,4h 45m,1 stop,25902,19,23-06-2022 19:00,Evening,1,285
149,Delhi,Bangalore,23-06-2022,25-06-2022,IndiGo,6E-5036,02:25,05:15,2h 50m,non-stop,9419,3,23-06-2022 03:00,Night,2,170
150,Delhi,Bangalore,23-06-2022,25-06-2022,IndiGo,6E-2048,03:50,06:40,2h 50m,non-stop,9419,4,23-06-2022 04:00,Night,2,170
151,Delhi,Bangalore,23-06-2022,25-06-2022,GO FIRST,G8-113,05:50,08:30,2h 40m,non-stop,9419,22,23-06-2022 22:00,Night,2,160
152,Delhi,Bangalore,23-06-2022,25-06-2022,IndiGo,6E-6612,06:00,08:35,2h 35m,non-stop,9419,6,23-06-2022 06:00,Morning,2,155
153,Delhi,Bangalore,23-06-2022,25-06-2022,SpiceJet,SG-191,06:05,08:55,2h 50m,non-stop,9419,12,23-06-2022 12:00,Afternoon,2,170
154,Delhi,Bangalore,23-06-2022,25-06-2022,IndiGo,6E-5009,06:55,09:50,2h 55m,non-stop,9419,14,23-06-2022 14:00,Afternoon,2,175
155,Delhi,Bangalore,23-06-2022,25-06-2022,IndiGo,6.00E-308,08:20,11:00,2h 40m,non-stop,9419,10,23-06-2022 10:00,Morning,2,160
156,Delhi,Bangalore,23-06-2022,25-06-2022,Vistara,UK-809,19:50,22:40,2h 50m,non-stop,9418,3,23-06-2022 03:00,Night,2,170
157,Delhi,Bangalore,23-06-2022,25-06-2022,SpiceJet,SG-537,20:00,22:30,2h 30m,non-stop,9419,12,23-06-2022 12:00,Afternoon,2,150
158,Delhi,Bangalore,23-06-2022,25-06-2022,IndiGo,6E-2532,20:10,23:00,2h 50m,non-stop,9419,6,23-06-2022 06:00,Morning,2,170
159,Delhi,Bangalore,23-06-2022,25-06-2022,GO FIRST,G8-119,20:30,23:20,2h 50m,non-stop,9419,18,23-06-2022 18:00,Evening,2,170
160,Delhi,Bangalore,23-06-2022,25-06-2022,Vistara,UK-807,20:40,23:20,2h 40m,non-stop,9418,21,23-06-2022 21:00,Night,2,160
161,Delhi,Bangalore,23-06-2022,25-06-2022,Air Asia,I5-721,21:00,23:50,2h 50m,non-stop,9419,1,23-06-2022 01:00,Night,2,170
162,Delhi,Bangalore,23-06-2022,25-06-2022,IndiGo,6E-2131,21:30,"00:15
+1D",2h 45m,non-stop,9419,9,23-06-2022 09:00,Morning,2,165
163,Delhi,Bangalore,23-06-2022,25-06-2022,Air Asia,I5-1732,21:40,"00:30
+1D",2h 50m,non-stop,9419,12,23-06-2022 12:00,Afternoon,2,170
164,Delhi,Bangalore,23-06-2022,25-06-2022,IndiGo,6E-6565,22:55,"01:45
+1D",2h 50m,non-stop,9419,20,23-06-2022 20:00,Evening,2,170
165,Delhi,Bangalore,23-06-2022,25-06-2022,GO FIRST,G8-2513,16:55,21:40,4h 45m,1 stop,9419,5,23-06-2022 05:00,Morning,2,285
166,Delhi,Bangalore,23-06-2022,25-06-2022,GO FIRST,G8-165,05:20,11:40,6h 20m,1 stop,9419,11,23-06-2022 11:00,Morning,2,380
167,Delhi,Bangalore,23-06-2022,25-06-2022,GO FIRST,G8-338,10:55,17:25,6h 30m,1 stop,9419,11,23-06-2022 11:00,Morning,2,390
